country_code,country,region,year,population,income_per_capita,life_expectancy,fertility_rate,child_mortality,co2_per_capita,people_in_poverty,traffic_deaths,internet_users,cell_phones_total
afg,Afghanistan,South Asia,2000,20130327.0,2.5963,61.2,7.57,129.18,0.037,14581635.0,21.86,,
afg,Afghanistan,South Asia,2005,24404567.0,3.3766,63.8,6.86,108.38,0.052,15399393.0,19.81,1.22415,1200000.0
afg,Afghanistan,South Asia,2010,28284089.0,5.1846,65.6,6.2,87.76,0.29,13226894.0,20.75,4.0,10215840.0
afg,Afghanistan,South Asia,2015,33831764.0,5.4014,66.3,5.65,70.45,0.262,14194455.0,22.19,8.26,19709038.0
afg,Afghanistan,South Asia,2020,39068979.0,5.041,64.6,5.15,59.08,0.261,16648682.0,22.65,17.0485,22678024.0
alb,Albania,Europe & Central Asia,2000,3166148.0,8.5658,75.1,2.22,27.22,1.279,140020.0,8.98,0.1141,29791.0
alb,Albania,Europe & Central Asia,2005,3076159.0,9.7539,76.3,1.79,19.98,1.912,91270.0,9.57,6.04389,1530244.0
alb,Albania,Europe & Central Asia,2010,2928722.0,10.4012,78.1,1.65,13.26,2.262,47947.0,8.18,45.0,2692372.0
alb,Albania,Europe & Central Asia,2015,2898632.0,13.0307,78.5,1.63,9.56,2.041,42010.0,7.55,56.9,3400955.0
alb,Albania,Europe & Central Asia,2020,2871954.0,14.8472,77.4,1.37,9.75,2.004,13143.0,6.83,72.23768,2618880.0
dza,Algeria,Middle East & North Africa,2000,30903893.0,8.7406,72.2,2.59,39.7,2.819,2440946.0,30.44,0.49171,86000.0
dza,Algeria,Middle East & North Africa,2005,33109249.0,9.4813,73.7,2.56,33.56,3.215,1171956.0,28.4,5.8439,13661355.0
dza,Algeria,Middle East & North Africa,2010,36188236.0,10.2848,74.5,2.88,27.43,3.277,241446.0,25.59,12.5,32780165.0
dza,Algeria,Middle East & North Africa,2015,40019529.0,10.8801,75.1,3.09,25.17,3.797,3321.0,21.27,38.2,43227643.0
dza,Algeria,Middle East & North Africa,2020,44042091.0,10.1338,74.7,2.94,22.69,3.694,22442.0,18.42,63.4727,45555673.0
and,Andorra,Europe & Central Asia,2000,65685.0,52.0255,80.8,1.27,8.16,8.019,1.0,11.26,10.53884,23543.0
and,Andorra,Europe & Central Asia,2005,77421.0,63.2169,82.1,1.22,6.12,7.3,,9.94,37.60577,64560.0
and,Andorra,Europe & Central Asia,2010,80706.0,57.4141,82.7,1.28,4.5,6.122,,9.68,81.0,65495.0
and,Andorra,Europe & Central Asia,2015,72174.0,61.1771,83.4,1.22,3.34,5.971,,9.36,87.9,71336.0
and,Andorra,Europe & Central Asia,2020,77380.0,54.6593,82.7,1.03,2.66,5.631,4.0,9.21,93.2057,80380.0
ago,Angola,Sub-Saharan Africa,2000,16194869.0,8.3803,54.0,6.64,204.36,0.581,4402030.0,84.94,0.10505,25806.0
ago,Angola,Sub-Saharan Africa,2005,19291161.0,7.7545,57.1,6.46,166.07,0.979,5130739.0,76.83,1.1434,1611118.0
ago,Angola,Sub-Saharan Africa,2010,23294825.0,7.1482,60.0,6.19,120.36,1.237,6080628.0,74.62,2.8,9403365.0
ago,Angola,Sub-Saharan Africa,2015,28157798.0,6.5517,62.7,5.77,88.05,1.22,8278288.0,70.74,22.0,13884532.0
ago,Angola,Sub-Saharan Africa,2020,33451132.0,5.4511,62.8,5.37,71.44,1.123,14399502.0,63.74,33.3209,14645050.0
atg,Antigua and Barbuda,Americas,2000,74912.0,25.033,75.1,2.2,15.47,4.535,3677.0,7.65,6.48223,22000.0
atg,Antigua and Barbuda,Americas,2005,79611.0,26.9475,76.1,1.83,12.9,5.267,2032.0,6.43,27.0,86000.0
atg,Antigua and Barbuda,Americas,2010,85320.0,25.0072,77.5,1.79,10.02,5.957,3792.0,5.7,47.0,167970.0
atg,Antigua and Barbuda,Americas,2015,89409.0,24.9177,77.7,1.57,7.75,5.839,2393.0,6.31,70.0,176000.0
atg,Antigua and Barbuda,Americas,2020,91846.0,23.1714,77.3,1.57,6.45,5.441,2693.0,3.84,71.3684,184000.0
arg,Argentina,Americas,2000,37213984.0,21.2266,74.2,2.59,20.0,3.785,2567267.0,14.17,7.03868,6487950.0
arg,Argentina,Americas,2005,39216789.0,22.4351,75.2,2.43,16.2,3.577,1860112.0,13.17,17.72058,22156426.0
arg,Argentina,Americas,2010,41288694.0,27.3047,75.7,2.41,14.57,4.173,751375.0,14.14,45.0,57082298.0
arg,Argentina,Americas,2015,43477012.0,27.9013,76.6,2.35,11.29,4.6,545218.0,13.07,68.04306,61842011.0
arg,Argentina,Americas,2020,45191965.0,23.2375,76.4,1.6,8.74,3.516,1102221.0,7.96,85.51439,54763900.0
arm,Armenia,Europe & Central Asia,2000,3125628.0,5.715,72.6,1.47,30.6,1.334,751222.0,8.27,1.30047,17486.0
arm,Armenia,Europe & Central Asia,2005,3006351.0,8.205,73.2,1.49,23.71,1.904,194140.0,8.16,5.253,318044.0
arm,Armenia,Europe & Central Asia,2010,2931078.0,8.1821,74.0,1.59,18.27,1.785,110644.0,7.75,25.0,3865354.0
arm,Armenia,Europe & Central Asia,2015,2921177.0,9.8715,75.8,1.62,14.09,2.033,93895.0,9.13,59.10083,3464490.0
arm,Armenia,Europe & Central Asia,2020,2890892.0,8.5898,70.7,1.62,10.93,2.573,50239.0,9.32,76.5077,3488797.0
aus,Australia,East Asia & Pacific,2000,19132471.0,45.9,79.6,1.76,6.19,15.176,161704.0,10.19,46.75612,8562000.0
aus,Australia,East Asia & Pacific,2005,20294490.0,55.935,81.2,1.85,5.72,16.958,113525.0,8.28,63.0,18420000.0
aus,Australia,East Asia & Pacific,2010,22141581.0,66.454,82.0,1.95,4.77,17.881,74752.0,6.71,76.0,22500000.0
aus,Australia,East Asia & Pacific,2015,23948002.0,70.2165,82.6,1.8,3.87,15.964,115027.0,5.3,84.56051,25770000.0
aus,Australia,East Asia & Pacific,2020,25743791.0,69.8215,83.8,1.59,3.63,13.736,204243.0,4.58,94.6935,27013000.0
aut,Austria,Europe & Central Asia,2000,8012928.0,61.8158,78.3,1.36,5.5,11.397,2022.0,10.66,33.73013,6117000.0
aut,Austria,Europe & Central Asia,2005,8229204.0,66.1724,79.5,1.41,4.9,12.909,13435.0,8.4,58.0,8665000.0
aut,Austria,Europe & Central Asia,2010,8365092.0,75.0374,80.4,1.44,4.34,12.04,44324.0,5.92,75.17,12241000.0
aut,Austria,Europe & Central Asia,2015,8644039.0,74.0309,81.2,1.49,3.67,10.265,17578.0,4.41,83.94014,13470623.0
aut,Austria,Europe & Central Asia,2020,8921405.0,78.8999,81.3,1.44,3.51,9.069,59517.0,3.61,87.52943,10717445.0
aze,Azerbaijan,Europe & Central Asia,2000,8174785.0,7.2483,68.5,1.7,26.1,2.87,1143989.0,6.46,0.14776,420400.0
aze,Azerbaijan,Europe & Central Asia,2005,8597248.0,11.2746,69.7,1.98,17.0,4.069,1103.0,6.8,8.0304,2242000.0
aze,Azerbaijan,Europe & Central Asia,2010,9146851.0,22.3388,71.5,1.92,14.94,3.318,,6.35,46.0,9100113.0
aze,Azerbaijan,Europe & Central Asia,2015,9752850.0,23.1835,72.4,2.09,14.07,3.756,,6.13,77.0,10697132.0
aze,Azerbaijan,Europe & Central Asia,2020,10181730.0,21.4427,70.1,1.76,12.58,3.785,,5.94,84.6,10344300.0
bhs,Bahamas,Americas,2000,323835.0,34.5061,71.2,2.06,16.25,6.545,5108.0,19.07,8.0,31524.0
bhs,Bahamas,Americas,2005,343894.0,34.6055,71.8,2.01,16.84,5.633,5108.0,16.66,25.0,227771.0
bhs,Bahamas,Americas,2010,367478.0,31.5204,72.4,1.84,15.55,6.726,6075.0,14.93,43.0,428377.0
bhs,Bahamas,Americas,2015,385346.0,31.584,72.6,1.57,13.99,5.39,6255.0,15.36,78.0,311175.0
bhs,Bahamas,Americas,2020,395863.0,25.4894,71.2,1.39,11.71,4.352,8985.0,16.4,92.4437,466000.0
bhr,Bahrain,Middle East & North Africa,2000,669581.0,49.5551,70.7,2.8,12.48,15.468,2110.0,21.36,6.15373,205727.0
bhr,Bahrain,Middle East & North Africa,2005,932604.0,50.5615,72.7,2.67,10.62,8.646,556.0,20.44,21.3037,767103.0
bhr,Bahrain,Middle East & North Africa,2010,1213244.0,49.5475,74.9,1.99,8.51,14.831,691.0,15.49,55.0,1567000.0
bhr,Bahrain,Middle East & North Africa,2015,1369650.0,52.9139,76.3,2.11,7.58,13.296,576.0,13.09,93.4783,2519055.0
bhr,Bahrain,Middle East & North Africa,2020,1483077.0,52.5859,76.1,1.86,6.76,14.694,732.0,12.02,99.67103,1770966.0
bgd,Bangladesh,South Asia,2000,134544304.0,4.2921,63.6,3.28,86.04,0.197,55075465.0,7.68,0.07104,279000.0
bgd,Bangladesh,South Asia,2005,144715786.0,4.7908,66.1,2.85,64.55,0.273,46010124.0,7.76,0.2416,9000000.0
bgd,Bangladesh,South Asia,2010,152201981.0,5.1278,68.3,2.38,49.15,0.353,38752258.0,6.75,3.7,67923887.0
bgd,Bangladesh,South Asia,2015,159383179.0,5.5348,69.9,2.23,38.07,0.457,32880181.0,6.23,12.3688,131375724.0
bgd,Bangladesh,South Asia,2020,166298024.0,6.8184,69.6,2.18,29.1,0.803,15680107.0,6.15,36.1091,176279465.0
brb,Barbados,Americas,2000,262063.0,18.2149,75.3,1.93,15.13,4.245,3348.0,11.37,3.97368,28467.0
brb,Barbados,Americas,2005,268706.0,18.9144,76.1,1.74,15.69,4.778,4652.0,9.26,52.5,206190.0
brb,Barbados,Americas,2010,275243.0,18.9076,77.1,1.79,14.98,5.193,4878.0,8.31,65.1,350061.0
brb,Barbados,Americas,2015,278990.0,18.133,77.3,1.73,14.03,4.364,5218.0,7.81,72.0494,334792.0
brb,Barbados,Americas,2020,281698.0,15.4662,76.5,1.71,12.29,4.143,6366.0,7.25,69.8901,295000.0
blr,Belarus,Europe & Central Asia,2000,9991313.0,4.9552,68.5,1.27,12.75,4.07,2694543.0,20.06,1.8604,49353.0
blr,Belarus,Europe & Central Asia,2005,9667838.0,9.6294,69.0,1.22,8.74,4.305,263919.0,19.58,,4099500.0
blr,Belarus,Europe & Central Asia,2010,9490752.0,15.1495,70.6,1.48,5.59,6.305,20926.0,14.38,31.8,10332900.0
blr,Belarus,Europe & Central Asia,2015,9487293.0,18.0743,73.8,1.73,4.09,6.154,2069.0,9.28,62.23036,11448281.0
blr,Belarus,Europe & Central Asia,2020,9350944.0,20.5472,74.2,1.37,2.91,5.955,1882.0,6.32,85.08791,11704084.0
bel,Belgium,Europe & Central Asia,2000,10251717.0,63.4297,77.9,1.66,5.8,18.36,28352.0,14.52,29.43169,5629000.0
bel,Belgium,Europe & Central Asia,2005,10478886.0,61.281,79.1,1.75,4.93,21.38,25223.0,10.16,55.82,9604695.0
bel,Belgium,Europe & Central Asia,2010,10936626.0,63.008,80.0,1.85,4.45,19.748,17298.0,7.94,77.63979,12154041.0
bel,Belgium,Europe & Central Asia,2015,11275335.0,64.6002,80.9,1.69,4.07,18.446,9723.0,5.71,85.05294,12774090.0
bel,Belgium,Europe & Central Asia,2020,11540107.0,68.1417,80.4,1.58,3.72,15.308,9789.0,4.21,91.52642,11529728.0
blz,Belize,Americas,2000,240799.0,9.8353,70.3,3.63,24.86,1.601,32462.0,27.67,5.96384,16812.0
blz,Belize,Americas,2005,279731.0,11.9659,72.2,3.17,23.17,1.486,29771.0,22.77,17.0,96000.0
blz,Belize,Americas,2010,320245.0,14.5581,73.8,2.55,16.4,1.672,25377.0,18.95,28.2,194201.0
blz,Belize,Americas,2015,356333.0,17.7118,74.1,2.43,17.07,1.605,12848.0,21.97,41.59,211946.0
blz,Belize,Americas,2020,390812.0,17.4009,73.2,2.04,11.66,1.389,7712.0,21.92,64.4359,264000.0
ben,Benin,Sub-Saharan Africa,2000,7221619.0,2.7924,58.0,5.94,136.84,0.343,5083572.0,43.62,0.22525,55476.0
ben,Benin,Sub-Saharan Africa,2005,8426144.0,2.9556,61.0,5.69,121.49,0.457,5792482.0,35.45,1.271,596267.0
ben,Benin,Sub-Saharan Africa,2010,9797484.0,3.1122,62.5,5.45,109.0,0.761,6584878.0,39.73,3.13,7074914.0
ben,Benin,Sub-Saharan Africa,2015,11360681.0,3.1562,63.1,5.32,97.63,0.714,7332252.0,43.79,11.255,9317955.0
ben,Benin,Sub-Saharan Africa,2020,13070169.0,5.138,65.1,4.8,85.91,0.65,4365831.0,43.51,22.1206,11140891.0
btn,Bhutan,South Asia,2000,596863.0,5.6971,63.4,3.38,77.23,0.646,173249.0,12.42,0.40094,
btn,Bhutan,South Asia,2005,661865.0,7.5505,66.4,2.73,57.55,0.583,123723.0,12.7,3.8471,36000.0
btn,Bhutan,South Asia,2010,701632.0,10.0213,69.4,2.25,42.36,0.678,43514.0,11.33,13.6,394316.0
btn,Bhutan,South Asia,2015,740618.0,11.9398,71.1,1.84,33.13,1.339,25799.0,9.43,39.8,675747.0
btn,Bhutan,South Asia,2020,770006.0,15.5166,72.3,1.5,27.67,1.651,11636.0,8.66,76.8508,745137.0
bol,Bolivia,Americas,2000,8606326.0,12.4956,66.8,3.99,75.64,1.016,2176750.0,34.21,1.44276,582620.0
bol,Bolivia,Americas,2005,9360754.0,15.8482,68.0,3.56,56.15,1.06,1741569.0,33.58,5.22758,2421402.0
bol,Bolivia,Americas,2010,10182345.0,19.5396,69.4,3.21,41.59,1.324,928885.0,34.14,22.4,7179293.0
bol,Bolivia,Americas,2015,11014705.0,22.3993,70.6,2.89,31.33,1.927,694117.0,34.52,37.48682,10162829.0
bol,Bolivia,Americas,2020,11816299.0,22.1432,63.8,2.65,25.5,1.822,528971.0,41.06,59.9401,11804343.0
bih,Bosnia and Herzegovina,Europe & Central Asia,2000,4159771.0,14.257,74.8,1.28,9.89,3.656,26910.0,5.95,1.08296,93386.0
bih,Bosnia and Herzegovina,Europe & Central Asia,2005,4096493.0,22.5303,75.3,1.2,8.87,4.265,14893.0,5.36,21.3267,1594367.0
bih,Bosnia and Herzegovina,Europe & Central Asia,2010,3811472.0,23.0237,76.2,1.26,7.2,5.711,12090.0,4.87,42.75,3110233.0
bih,Bosnia and Herzegovina,Europe & Central Asia,2015,3518541.0,25.9161,76.8,1.32,6.26,5.388,9054.0,4.27,52.6,3443520.0
bih,Bosnia and Herzegovina,Europe & Central Asia,2020,3299349.0,30.5215,75.8,1.52,5.72,6.148,6024.0,3.58,73.21175,3509674.0
bwa,Botswana,Sub-Saharan Africa,2000,1677382.0,9.3863,48.8,3.29,80.45,1.897,596318.0,39.78,2.90267,222190.0
bwa,Botswana,Sub-Saharan Africa,2005,1839877.0,10.7193,60.8,3.08,67.01,1.385,574570.0,24.51,3.2626,563782.0
bwa,Botswana,Sub-Saharan Africa,2010,2033111.0,11.5874,65.8,3.14,51.36,5.05,438686.0,22.4,6.0,2363411.0
bwa,Botswana,Sub-Saharan Africa,2015,2203273.0,11.095,68.0,3.01,49.65,5.819,479211.0,21.09,38.8938,3475327.0
bwa,Botswana,Sub-Saharan Africa,2020,2365894.0,11.2993,69.0,2.86,44.96,4.677,479934.0,20.96,51.6782,3829408.0
bra,Brazil,Americas,2000,174018282.0,14.9717,72.4,2.25,34.72,1.972,31695418.0,22.45,2.87069,23188171.0
bra,Brazil,Americas,2005,184688101.0,16.1565,74.0,1.94,24.78,1.861,26483038.0,22.08,21.02275,86210336.0
bra,Brazil,Americas,2010,193701929.0,20.2208,74.9,1.79,18.64,2.463,16015041.0,22.79,40.65,196929978.0
bra,Brazil,Americas,2015,201675532.0,23.2356,75.8,1.78,15.94,2.659,10685322.0,19.69,58.32795,257814274.0
bra,Brazil,Americas,2020,208660842.0,24.0204,75.2,1.65,14.65,1.986,6197487.0,16.48,81.34269,205834781.0
brn,Brunei,East Asia & Pacific,2000,326424.0,101.854,74.1,2.4,10.35,9.287,37.0,18.55,8.99628,95000.0
brn,Brunei,East Asia & Pacific,2005,358916.0,100.7976,75.3,2.02,9.5,12.274,38.0,14.9,36.46639,232900.0
brn,Brunei,East Asia & Pacific,2010,392332.0,88.8092,76.5,1.94,9.69,16.747,60.0,12.7,53.0,435104.0
brn,Brunei,East Asia & Pacific,2015,422212.0,82.1161,77.3,1.95,10.59,17.81,83.0,10.2,71.2,463384.0
brn,Brunei,East Asia & Pacific,2020,447404.0,80.4827,78.0,1.8,11.51,22.427,90.0,8.82,96.3055,536589.0
bgr,Bulgaria,Europe & Central Asia,2000,8000520.0,10.8122,71.6,1.29,17.52,5.215,479672.0,12.11,5.37092,738000.0
bgr,Bulgaria,Europe & Central Asia,2005,7695050.0,11.8643,72.6,1.36,13.26,6.181,136276.0,11.67,19.97,6244922.0
bgr,Bulgaria,Europe & Central Asia,2010,7437599.0,19.126,74.0,1.57,10.78,5.905,218988.0,9.23,46.23,10199942.0
bgr,Bulgaria,Europe & Central Asia,2015,7177517.0,21.1634,75.0,1.53,8.18,5.543,332522.0,8.28,56.65625,9194633.0
bgr,Bulgaria,Europe & Central Asia,2020,6933652.0,33.9415,74.2,1.56,6.31,5.201,50620.0,6.58,70.16248,7945739.0
bfa,Burkina Faso,Sub-Saharan Africa,2000,11925546.0,2.4229,53.3,6.52,178.92,0.118,9647973.0,29.81,0.07708,25245.0
bfa,Burkina Faso,Sub-Saharan Africa,2005,13932123.0,3.0456,57.9,6.18,153.1,0.122,9350162.0,28.49,0.4699,633554.0
bfa,Burkina Faso,Sub-Saharan Africa,2010,16176498.0,3.1573,63.1,5.94,121.52,0.201,10330338.0,25.14,2.4,5707850.0
bfa,Burkina Faso,Sub-Saharan Africa,2015,18777487.0,3.7891,66.3,5.48,100.89,0.258,10811649.0,25.78,6.5457,14446897.0
bfa,Burkina Faso,Sub-Saharan Africa,2020,21478690.0,4.5247,67.2,4.44,84.9,0.28,9866144.0,22.82,12.9732,22117218.0
bdi,Burundi,Sub-Saharan Africa,2000,6470194.0,1.9438,45.4,6.87,154.47,0.043,5552814.0,51.76,0.07725,16320.0
bdi,Burundi,Sub-Saharan Africa,2005,7587299.0,2.1929,51.5,6.71,124.89,0.021,6237502.0,52.52,0.5421,153000.0
bdi,Burundi,Sub-Saharan Africa,2010,9376444.0,2.4206,59.0,6.26,91.05,0.036,7346142.0,58.19,1.0,1678029.0
bdi,Burundi,Sub-Saharan Africa,2015,11047580.0,2.5762,60.8,5.7,67.62,0.039,8284162.0,57.22,2.0,4997696.0
bdi,Burundi,Sub-Saharan Africa,2020,12617036.0,2.6171,61.2,5.18,54.34,0.047,9286660.0,54.52,6.4301,6631151.0
khm,Cambodia,East Asia & Pacific,2000,12462336.0,2.3497,62.4,3.79,106.33,0.387,7734603.0,28.97,0.04702,130547.0
khm,Cambodia,East Asia & Pacific,2005,13439202.0,3.3395,66.6,3.24,64.67,0.704,5590891.0,24.27,0.31732,1062000.0
khm,Cambodia,East Asia & Pacific,2010,14500726.0,4.4462,70.1,2.86,43.82,1.118,3881910.0,22.42,1.26,8150764.0
khm,Cambodia,East Asia & Pacific,2015,15623251.0,5.9521,72.2,2.73,31.76,1.848,2640653.0,20.33,6.43319,20850543.0
khm,Cambodia,East Asia & Pacific,2020,16725474.0,7.3419,73.4,2.7,25.63,2.338,2032676.0,18.66,56.3759,21086791.0
cmr,Cameroon,Sub-Saharan Africa,2000,14912631.0,5.5663,51.8,5.51,143.93,0.298,5135593.0,37.92,0.25212,103279.0
cmr,Cameroon,Sub-Saharan Africa,2005,17074594.0,5.7453,53.5,5.42,127.5,0.346,5780600.0,37.45,1.4027,2252508.0
cmr,Cameroon,Sub-Saharan Africa,2010,19668066.0,6.3119,55.7,5.15,110.06,0.472,6553896.0,43.31,4.3,8636652.0
cmr,Cameroon,Sub-Saharan Africa,2015,22763414.0,7.2667,57.7,4.84,87.97,0.478,6393538.0,43.42,18.3,18160667.0
cmr,Cameroon,Sub-Saharan Africa,2020,26210558.0,6.9209,60.2,4.56,72.14,0.374,7111599.0,42.24,37.6975,22350310.0
can,Canada,Americas,2000,30891803.0,56.72,79.3,1.51,6.23,18.805,72862.0,9.72,51.3,8727000.0
can,Canada,Americas,2005,32440173.0,62.279,80.4,1.57,6.09,18.801,71354.0,8.96,71.66,17016600.0
can,Canada,Americas,2010,34196899.0,68.0568,81.5,1.64,5.73,17.81,47157.0,6.61,80.3,25825400.0
can,Canada,Americas,2015,35962234.0,71.3355,82.0,1.6,5.36,15.144,108496.0,5.3,90.0,29765000.0
can,Canada,Americas,2020,38171902.0,77.792,81.6,1.41,5.01,12.88,6011.0,4.8,92.3,32360144.0
cpv,Cape Verde,Sub-Saharan Africa,2000,453317.0,6.7061,72.2,3.55,38.1,0.505,173109.0,6.57,1.82244,19729.0
cpv,Cape Verde,Sub-Saharan Africa,2005,485115.0,7.3082,73.5,2.73,28.07,0.95,152280.0,6.86,6.07409,81721.0
cpv,Cape Verde,Sub-Saharan Africa,2010,509784.0,7.9918,75.0,2.33,26.29,1.131,114915.0,7.42,30.0,371871.0
cpv,Cape Verde,Sub-Saharan Africa,2015,512394.0,8.7257,75.0,1.97,19.53,0.943,76933.0,7.4,42.68301,611468.0
cpv,Cape Verde,Sub-Saharan Africa,2020,514679.0,8.3191,73.3,1.59,14.18,1.157,85512.0,7.43,69.3734,544729.0
caf,Central African Republic,Sub-Saharan Africa,2000,3833416.0,2.6087,44.4,5.85,168.9,0.074,2830470.0,77.49,0.05339,4967.0
caf,Central African Republic,Sub-Saharan Africa,2005,4288810.0,3.2641,47.3,5.81,160.76,0.058,2998835.0,66.06,0.2682,100000.0
caf,Central African Republic,Sub-Saharan Africa,2010,4492995.0,3.5628,50.8,5.96,144.99,0.06,2780277.0,58.71,2.0,979232.0
caf,Central African Republic,Sub-Saharan Africa,2015,4629320.0,3.1687,52.4,6.13,123.32,0.065,3324500.0,50.29,2.9,1242494.0
caf,Central African Republic,Sub-Saharan Africa,2020,5026628.0,2.8182,53.8,6.06,102.9,0.065,3523402.0,49.71,,1831000.0
tcd,Chad,Sub-Saharan Africa,2000,8512093.0,2.3185,49.7,7.25,183.98,0.058,6210403.0,28.86,0.03571,5500.0
tcd,Chad,Sub-Saharan Africa,2005,10328092.0,3.2835,51.6,7.13,166.92,0.076,4683341.0,30.86,0.39926,210000.0
tcd,Chad,Sub-Saharan Africa,2010,12312575.0,4.263,54.4,6.99,147.71,0.083,5547004.0,33.18,1.7,2875304.0
tcd,Chad,Sub-Saharan Africa,2015,14647621.0,4.4927,56.0,6.71,128.68,0.069,5939660.0,29.78,3.5,5465797.0
tcd,Chad,Sub-Saharan Africa,2020,17224679.0,4.5353,56.5,6.35,109.96,0.066,7143672.0,28.85,8.3431,8687151.0
chl,Chile,Americas,2000,15503635.0,15.9473,77.0,2.05,10.79,3.822,1369090.0,14.67,16.6,3401525.0
chl,Chile,Americas,2005,16348778.0,17.3,78.1,1.83,9.11,3.75,799342.0,13.29,31.1753,10569572.0
chl,Chile,Americas,2010,17181464.0,20.2967,78.8,1.84,8.58,4.319,393337.0,12.02,45.0,19852242.0
chl,Chile,Americas,2015,18047625.0,26.9479,79.8,1.74,7.74,4.802,133606.0,11.07,76.62959,23206353.0
chl,Chile,Americas,2020,19370624.0,29.5376,79.4,1.31,5.5,4.408,251000.0,9.38,87.4593,25068249.0
chn,China,East Asia & Pacific,2000,1269581175.0,3.7207,70.3,1.63,36.69,2.562,683512044.0,28.43,1.77591,85260000.0
chn,China,East Asia & Pacific,2005,1310027136.0,5.6731,73.0,1.62,24.0,3.594,425666934.0,25.37,8.52326,393406000.0
chn,China,East Asia & Pacific,2010,1351561514.0,8.2097,76.0,1.69,15.75,5.415,275793220.0,19.68,34.3,859003000.0
chn,China,East Asia & Pacific,2015,1396134174.0,12.4808,78.4,1.67,10.7,6.333,45397045.0,13.87,50.3,1291984200.0
chn,China,East Asia & Pacific,2020,1426106093.0,15.1922,80.7,1.24,7.35,7.003,106167.0,9.33,70.05276,1718411000.0
col,Colombia,Americas,2000,39089934.0,10.726,73.8,2.57,25.07,1.383,7176794.0,19.2,2.20753,2256801.0
col,Colombia,Americas,2005,42128977.0,11.9337,76.3,2.31,21.48,1.497,7136968.0,16.12,11.00726,21849993.0
col,Colombia,Americas,2010,44777319.0,14.7082,78.0,2.01,18.33,1.9,5919505.0,14.54,36.5,44477653.0
col,Colombia,Americas,2015,46969940.0,16.6581,79.3,1.77,15.52,2.661,3885691.0,15.19,55.90497,57327470.0
col,Colombia,Americas,2020,50629997.0,14.5637,77.5,1.69,13.14,2.124,6319506.0,13.03,69.79533,67672570.0
com,Comoros,Sub-Saharan Africa,2000,536080.0,8.3776,70.1,5.23,100.63,0.189,154508.0,16.05,0.27174,
com,Comoros,Sub-Saharan Africa,2005,592677.0,8.3887,72.7,5.01,96.68,0.228,171699.0,14.6,2.0,15523.0
com,Comoros,Sub-Saharan Africa,2010,654836.0,7.2137,74.8,4.76,84.6,0.234,213542.0,12.69,5.1,165278.0
com,Comoros,Sub-Saharan Africa,2015,726682.0,6.3845,75.1,4.42,72.32,0.217,242913.0,12.94,7.4592,424786.0
com,Comoros,Sub-Saharan Africa,2020,802163.0,7.0402,74.3,4.07,61.37,0.263,227753.0,16.19,22.4204,781579.0
cod,"Congo, Dem. Rep.",Sub-Saharan Africa,2000,50507442.0,1.0776,52.5,6.7,159.25,0.019,47688038.0,59.9,0.0059,15000.0
cod,"Congo, Dem. Rep.",Sub-Saharan Africa,2005,58775724.0,1.2274,54.6,6.53,136.13,0.026,55313187.0,63.39,0.238,2746094.0
cod,"Congo, Dem. Rep.",Sub-Saharan Africa,2010,68563038.0,1.9019,57.1,6.59,113.82,0.03,58779915.0,67.51,0.72,11820348.0
cod,"Congo, Dem. Rep.",Sub-Saharan Africa,2015,81035531.0,2.1422,59.4,6.44,95.91,0.037,63015747.0,82.87,3.8,37752782.0
cod,"Congo, Dem. Rep.",Sub-Saharan Africa,2020,95989998.0,1.9507,59.6,6.21,80.65,0.024,81203964.0,90.2,14.5105,40798396.0
cog,"Congo, Rep.",Sub-Saharan Africa,2000,3151345.0,3.9951,55.2,4.72,114.13,0.335,1717058.0,45.68,0.02635,70000.0
cog,"Congo, Rep.",Sub-Saharan Africa,2005,3696393.0,4.2822,59.2,4.67,86.37,0.268,1981786.0,38.28,1.4634,558192.0
cog,"Congo, Rep.",Sub-Saharan Africa,2010,4462290.0,5.5141,62.0,4.85,62.03,0.459,1896233.0,40.59,5.0,3718748.0
cog,"Congo, Rep.",Sub-Saharan Africa,2015,5097581.0,6.1315,63.4,4.61,52.57,0.649,2036647.0,38.39,7.616,5216000.0
cog,"Congo, Rep.",Sub-Saharan Africa,2020,5752791.0,4.3372,62.7,4.33,45.07,0.617,2865543.0,38.61,21.9985,5617953.0
cri,Costa Rica,Americas,2000,3937739.0,14.7929,77.6,2.41,13.08,2.0,356762.0,19.88,5.80025,211614.0
cri,Costa Rica,Americas,2005,4261240.0,19.5114,79.1,2.04,11.34,2.193,237357.0,16.9,22.07,1101305.0
cri,Costa Rica,Americas,2010,4555962.0,25.4042,79.8,1.83,10.51,2.395,120559.0,14.3,36.5,3128372.0
cri,Costa Rica,Americas,2015,4818038.0,27.28,80.0,1.8,9.08,2.462,131080.0,15.83,59.76295,7535599.0
cri,Costa Rica,Americas,2020,5034320.0,24.2711,79.4,1.45,7.92,2.183,182794.0,13.44,80.53019,7172976.0
civ,Cote d'Ivoire,Sub-Saharan Africa,2000,17699004.0,4.4231,52.0,5.77,143.32,0.4,7897372.0,26.28,0.23146,472952.0
civ,Cote d'Ivoire,Sub-Saharan Africa,2005,20068458.0,4.4678,56.1,5.5,125.61,0.402,9593624.0,22.6,1.0392,2349439.0
civ,Cote d'Ivoire,Sub-Saharan Africa,2010,22488065.0,4.3568,59.6,5.29,106.28,0.383,10581751.0,19.38,2.7,15599044.0
